type, side, size, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46, x47, y47, x48, y48, x49, y49, x50, y50, x51, y51, x52, y52, x53, y53, x54, y54, x55, y55, x56, y56, x57, y57, x58, y58, x59, y59, x60, y60
Type02, L, 270, 68.370624, 270.000000, 58.063947, 268.365359, 48.715602, 262.995676, 41.505659, 254.742652, 37.099237, 245.189188, 34.398526, 235.400215, 32.294713, 224.969101, 30.529181, 214.675009, 28.144248, 204.561359, 25.585680, 194.477998, 23.121874, 184.667018, 20.468544, 174.429032, 17.909976, 164.463426, 15.439065, 154.492496, 12.650698, 144.944356, 9.788507, 134.945127, 6.816855, 125.150627, 4.094998, 115.605922, 1.989997, 105.494075, 0.568571, 95.292960, 0.000000, 85.091844, 0.426428, 74.949606, 1.858277, 64.593420, 4.410645, 54.507491, 7.675704, 44.640647, 12.142927, 34.835225, 17.541107, 25.457051, 24.022111, 16.652295, 31.904093, 8.677639, 41.157370, 2.977929, 51.143148, 0.000000, 61.495758, 0.587625, 71.192114, 4.548565, 78.948435, 12.354595, 84.006317, 21.478828, 87.559884, 31.385556, 89.834167, 41.468917, 91.587391, 51.574230, 93.270300, 61.451996, 94.809160, 71.660121, 95.519874, 82.273379, 94.098447, 92.474494, 90.739493, 102.503466, 86.422743, 112.287951, 82.154354, 122.175733, 79.457752, 132.160285, 78.178468, 142.420278, 78.320611, 152.562516, 79.315609, 162.586999, 81.021321, 172.905869, 83.279923, 183.024367, 85.810202, 192.860501, 88.573032, 202.321940, 91.407876, 212.158073, 93.759223, 222.327268, 95.292204, 232.246666, 95.300290, 242.915452, 92.968825, 252.793218, 87.126973, 261.904351, 77.998594, 267.905591
Type03, L, 230, 50.301343, 230.000000, 42.129672, 228.508011, 34.041973, 224.255600, 27.708367, 217.446146, 23.747602, 209.272121, 21.157499, 200.571968, 19.182715, 192.129419, 17.761774, 183.533557, 16.745735, 174.846075, 15.326863, 165.896212, 13.783136, 156.921969, 12.220100, 148.149535, 10.230782, 139.671388, 8.525651, 131.193240, 6.687934, 122.728394, 4.831202, 114.354661, 3.244378, 105.785891, 2.023501, 97.460304, 0.903099, 89.093098, 0.201839, 80.434564, 0.000000, 71.963925, 0.426283, 63.544635, 1.522601, 55.041618, 3.126072, 46.529483, 5.615403, 38.099115, 8.908837, 29.690291, 13.189789, 21.572796, 18.298182, 13.945786, 24.797485, 7.265310, 32.623651, 2.281027, 41.115712, 0.000000, 49.399681, 0.468788, 57.642031, 3.595748, 64.674489, 9.491453, 69.626152, 17.289511, 72.894319, 25.473372, 75.559547, 34.301740, 77.015050, 43.312526, 77.745676, 52.118230, 78.151804, 60.857394, 78.358163, 69.227207, 78.151804, 78.049118, 77.157145, 86.939266, 75.935633, 95.494140, 74.457355, 104.189847, 73.036413, 112.785709, 72.041754, 121.322714, 71.635964, 130.128278, 72.268268, 139.286233, 73.204957, 147.611820, 74.675545, 156.187118, 75.795947, 164.554324, 76.730862, 173.427601, 77.496937, 182.454051, 78.151804, 191.325613, 78.435992, 200.392333, 77.073274, 209.053930, 73.343460, 217.046570, 66.827662, 223.988651, 58.959877, 228.304081
Type03, L, 235, 53.298043, 235.000000, 44.494725, 234.003775, 36.233562, 230.744127, 29.278593, 224.500747, 24.478674, 216.489354, 21.550236, 208.091000, 19.329251, 199.323393, 17.932052, 190.374147, 16.793509, 181.629778, 15.939602, 172.767509, 14.599911, 163.711074, 13.316201, 155.026835, 11.480486, 146.217544, 9.535298, 137.377383, 7.524420, 128.598963, 5.553539, 120.081460, 3.842583, 111.262176, 2.286793, 102.421194, 0.934833, 93.403483, 0.196444, 84.302405, 0.000000, 75.989950, 0.426954, 66.479231, 1.280861, 57.734862, 2.704040, 48.990493, 4.886949, 40.047531, 7.996373, 31.530028, 11.810235, 23.304312, 16.998440, 15.412068, 23.200135, 8.356465, 30.488576, 2.918157, 39.214499, 0.027267, 48.065474, 0.000000, 56.582977, 3.175807, 63.822582, 9.134551, 69.451122, 16.635982, 73.394758, 25.051243, 76.000174, 33.693798, 77.705559, 42.397489, 78.852229, 51.062276, 79.413373, 60.357827, 79.555691, 68.807446, 79.413373, 78.318165, 78.986420, 87.003584, 78.132512, 95.983753, 77.136287, 104.904972, 76.282380, 113.649341, 75.541609, 122.953857, 75.143837, 132.081279, 75.136338, 140.864226, 75.413936, 150.548879, 75.997744, 159.375486, 76.584288, 168.625984, 77.420923, 177.100024, 78.315066, 185.869411, 79.276807, 194.220178, 79.555691, 202.802581, 78.559466, 211.959600, 75.509046, 220.189527, 69.994521, 227.696502, 62.278212, 233.007550
Type03, L, 245, 53.485851, 245.000000, 44.103711, 243.385598, 35.677581, 239.264652, 28.883321, 232.049243, 24.420342, 223.655546, 21.759336, 214.706923, 19.653593, 205.254592, 18.249765, 195.395221, 17.002505, 186.476553, 15.771253, 177.243481, 14.178664, 167.968603, 12.466452, 158.777337, 10.528711, 149.529128, 8.517885, 140.228958, 6.597992, 130.740762, 4.637444, 121.187173, 3.207660, 112.036335, 1.684594, 102.732659, 0.701914, 93.396625, 0.000000, 84.293184, 0.000000, 74.899001, 0.486913, 65.665387, 1.965359, 56.110636, 3.930719, 47.181641, 6.597992, 38.310794, 10.107562, 29.556244, 14.363017, 21.185830, 19.661239, 12.939570, 26.537733, 5.922692, 34.885407, 1.646399, 44.188589, 0.000000, 53.339427, 1.429783, 61.750156, 6.050176, 68.684799, 13.125202, 73.585957, 21.535931, 76.649014, 30.318019, 78.754756, 39.654053, 80.319964, 48.906211, 81.258781, 57.892580, 82.123944, 66.906226, 82.545092, 76.125963, 82.404710, 85.461998, 81.562413, 94.623587, 80.129727, 103.605652, 78.473991, 112.714171, 77.095282, 121.578391, 76.368249, 130.862903, 76.368249, 140.140789, 76.929780, 149.418675, 77.604086, 158.551797, 78.895139, 167.509259, 80.090666, 176.565653, 81.025813, 185.593139, 82.123944, 194.819581, 82.685475, 204.213764, 82.423581, 213.292356, 80.939024, 222.319843, 77.509818, 231.223978, 71.194855, 238.802386, 62.801157, 243.265365
Type03, L, 250, 52.403712, 250.000000, 43.156941, 248.401338, 34.324999, 243.818346, 27.389987, 236.458439, 23.510855, 227.611095, 20.949300, 218.711589, 19.131619, 209.340369, 17.703957, 200.172183, 16.194351, 190.183100, 14.871324, 180.706261, 13.435452, 171.233245, 11.897059, 161.533667, 10.336996, 151.993010, 8.639531, 142.595736, 7.081583, 132.980106, 5.382003, 123.657805, 3.998126, 114.632579, 2.549370, 105.013203, 1.416317, 95.456239, 0.566527, 85.664612, 0.000000, 76.459642, 0.283263, 67.372004, 1.133053, 58.049703, 3.054993, 48.660692, 5.678339, 39.123540, 9.451179, 30.084184, 14.134319, 21.293725, 20.019244, 13.001062, 27.496483, 5.948718, 36.169572, 1.365632, 45.160367, 0.000000, 54.199723, 2.099405, 62.990182, 6.782546, 70.042526, 14.259785, 74.498250, 22.985628, 77.755778, 32.131932, 80.023165, 41.377854, 81.721464, 50.893866, 82.751163, 60.535124, 83.176122, 69.947827, 83.279412, 78.684772, 82.854518, 87.948407, 82.032810, 97.065896, 80.878727, 106.520082, 79.880253, 116.091307, 79.172095, 125.002948, 79.030463, 134.383915, 79.310714, 143.631615, 79.466257, 152.546523, 79.596989, 161.764161, 79.968539, 171.164514, 80.163516, 180.174100, 80.730043, 189.965727, 81.154938, 199.464025, 81.579833, 208.610329, 81.579833, 217.697967, 80.425298, 226.935522, 77.047620, 235.873243, 70.482425, 243.676714, 61.796829, 248.229604
Type03, L, 255, 55.844007, 255.000000, 46.330339, 253.936980, 37.141749, 250.471348, 29.197628, 244.030961, 24.004199, 235.247883, 21.118673, 225.977361, 19.276104, 216.275408, 17.433535, 206.456037, 16.157911, 196.988919, 14.878954, 187.246833, 13.374657, 178.269326, 11.968108, 168.461548, 10.564272, 158.695284, 9.185176, 149.717777, 7.588237, 140.117567, 6.232393, 130.268276, 4.593721, 120.834120, 3.003684, 111.732072, 1.700833, 102.082910, 0.513874, 91.950463, 0.000000, 82.091914, 0.011778, 72.999124, 0.850416, 63.392515, 2.487343, 53.798704, 4.793182, 44.406062, 8.078955, 35.108581, 12.107919, 26.035913, 17.092498, 17.366196, 23.345580, 9.270546, 31.311712, 3.205893, 40.799481, 0.179072, 50.441204, 0.000000, 59.478228, 3.064157, 67.680416, 9.160256, 73.532607, 17.421960, 77.246151, 26.542252, 79.928145, 36.290272, 81.781705, 45.946159, 83.057330, 55.648112, 83.489684, 65.506037, 83.624274, 75.404273, 83.244996, 85.246133, 82.632122, 94.866888, 81.781705, 104.627551, 80.931289, 114.623049, 80.080873, 124.266293, 79.513928, 134.144374, 79.331501, 143.636150, 79.230456, 152.961190, 79.703699, 162.919597, 80.364345, 172.834769, 81.073025, 182.888976, 81.923441, 192.062548, 82.632122, 201.294830, 83.541807, 210.837619, 83.585651, 220.313289, 82.490386, 229.931018, 79.392058, 239.389168, 73.398131, 247.509136, 65.112108, 252.818701
Type03, L, 260, 53.814935, 260.000000, 43.947558, 258.152104, 35.239002, 253.242249, 27.857143, 245.695395, 23.631497, 236.429116, 21.267037, 226.467253, 20.400433, 216.858595, 19.556277, 207.432538, 18.571429, 197.715098, 17.249146, 187.979665, 15.711773, 178.141427, 13.992499, 168.261980, 12.240260, 158.320843, 10.411255, 148.370295, 8.340184, 138.129145, 6.471861, 128.119538, 4.502165, 118.110713, 2.673160, 107.927058, 1.266234, 97.918233, 0.140693, 88.025961, 0.000000, 78.308521, 0.562771, 68.416249, 2.110390, 59.048469, 4.361472, 49.505859, 7.582174, 40.323670, 11.455974, 31.103550, 16.038961, 22.101840, 21.807359, 13.515797, 29.174221, 6.209979, 38.229509, 1.656855, 47.743941, 0.000000, 57.493907, 1.287197, 66.280532, 6.190476, 72.975459, 14.236282, 77.652207, 23.274501, 80.757576, 32.655154, 82.867965, 42.372594, 84.219882, 52.212306, 84.748267, 61.885713, 84.813366, 71.517912, 84.556277, 81.125804, 83.999925, 90.823518, 83.536391, 100.208469, 82.727273, 109.928466, 82.060694, 119.555283, 81.601732, 129.246794, 81.278462, 139.314176, 81.038961, 149.031337, 81.179654, 158.515671, 81.573245, 168.169565, 82.164502, 177.775722, 82.630016, 187.516379, 83.290043, 196.977497, 84.067656, 206.821985, 84.664275, 216.206937, 84.837662, 226.129819, 83.583630, 235.883414, 79.668358, 244.979910, 72.638115, 252.713616, 63.765483, 257.889610
Type03, L, 265, 51.572064, 265.000000, 41.723187, 263.191928, 32.605202, 258.510250, 25.394462, 251.022241, 21.211091, 241.968153, 18.992937, 231.944592, 17.690787, 221.800451, 16.774784, 211.897468, 15.940787, 202.062091, 14.742091, 191.847767, 13.447554, 181.711933, 11.991394, 171.906382, 10.606193, 162.341741, 9.011248, 152.445188, 7.208998, 142.134505, 5.462132, 132.104821, 4.020403, 122.374503, 2.417347, 112.285251, 1.343053, 102.476979, 0.349970, 92.749917, 0.000000, 83.026771, 0.277269, 73.232907, 1.532643, 62.878444, 3.473877, 53.435618, 6.587084, 43.667951, 10.044837, 34.387546, 14.417996, 25.297222, 19.506224, 16.192181, 26.253487, 7.781302, 34.914963, 2.031152, 44.860530, 0.000000, 55.181190, 1.044386, 64.461595, 4.779408, 72.089982, 12.053817, 76.533253, 21.426007, 79.714884, 31.009878, 82.123918, 40.880131, 84.012556, 50.884729, 85.541117, 61.349383, 86.369343, 71.563520, 86.723343, 81.940450, 86.646613, 91.610644, 86.314607, 101.881836, 85.537536, 111.657768, 84.558137, 121.660801, 83.596652, 131.819740, 82.764844, 141.958151, 82.071671, 151.924288, 81.806942, 161.868412, 81.933037, 171.684291, 82.275096, 181.606772, 82.764844, 191.616566, 83.180748, 201.812401, 83.557887, 211.803086, 83.634272, 221.367728, 83.319383, 231.481116, 81.917411, 241.309113, 78.148750, 250.345888, 70.904372, 258.144804, 61.664943, 262.989799
Type03, L, 270, 58.778691, 270.000000, 48.451601, 268.583819, 38.835340, 263.651990, 31.658818, 255.463259, 27.551893, 245.898752, 24.526393, 235.567504, 22.537259, 225.403099, 21.037459, 214.917484, 19.479659, 205.001016, 18.063478, 194.673926, 16.364060, 184.346837, 14.239788, 174.078408, 12.257134, 163.985959, 10.126533, 153.795993, 8.291827, 144.035703, 6.222478, 134.172326, 4.184901, 124.261426, 2.669725, 114.673095, 1.352538, 104.545810, 0.502830, 94.101401, 0.000000, 84.345796, 0.012070, 74.430264, 0.927684, 64.351996, 2.910338, 54.024907, 5.971243, 44.102965, 10.014654, 34.394828, 14.824816, 24.769650, 20.577709, 15.617922, 27.798327, 7.405977, 37.042141, 2.058495, 46.675373, 0.000000, 57.109718, 1.208786, 66.447775, 6.045508, 73.226357, 14.523508, 77.570186, 24.107207, 80.954052, 33.981260, 83.705769, 43.979749, 85.632024, 53.978238, 86.808710, 63.935248, 87.410843, 73.975217, 87.597980, 83.751740, 87.237455, 93.267052, 86.606653, 103.056735, 85.954199, 114.093610, 85.332090, 123.886894, 84.907236, 134.272644, 84.537840, 144.794221, 84.340763, 153.870940, 84.599601, 163.173519, 84.765618, 172.706653, 85.213093, 183.377892, 86.040181, 193.771453, 86.748272, 204.157202, 87.195823, 213.871108, 87.597980, 224.224780, 87.466402, 233.826607, 86.889890, 243.529775, 84.343381, 253.782107, 78.251184, 262.468575, 69.281760, 267.875728
Type03, L, 275, 57.999190, 275.000000, 47.489628, 273.296868, 38.052751, 268.252835, 31.070279, 259.709158, 27.054023, 250.157723, 24.210580, 239.650186, 22.020524, 228.913577, 20.539798, 218.219415, 19.040043, 208.188395, 17.762694, 197.972774, 16.059562, 187.345635, 14.072574, 176.953650, 12.085587, 166.561664, 9.743546, 155.922447, 7.685829, 145.836482, 5.698842, 136.385110, 3.853782, 126.522220, 2.234530, 116.053920, 0.990907, 106.294637, 0.163662, 96.404454, 0.000000, 85.903108, 0.305217, 75.520280, 1.299084, 65.110921, 3.144143, 55.365607, 5.840769, 45.267564, 9.099461, 35.360766, 13.198856, 25.726191, 18.472332, 16.266777, 25.675649, 7.856146, 34.835739, 2.244249, 44.886010, 0.000000, 54.894711, 1.381373, 64.404576, 6.349552, 71.971978, 14.484665, 76.857019, 23.911391, 80.352799, 33.871998, 83.180489, 44.427629, 85.382075, 54.311622, 87.023399, 63.930975, 88.158821, 73.735077, 88.802876, 84.254586, 88.868459, 94.695413, 88.428441, 105.311230, 87.449182, 115.479384, 86.171833, 125.224698, 84.894484, 135.793048, 83.900991, 146.243822, 83.475207, 156.812173, 83.900991, 167.027793, 84.752557, 176.949472, 85.887978, 187.929341, 86.468715, 198.133138, 87.181541, 208.806954, 87.823016, 218.815655, 88.584604, 229.320918, 88.868459, 239.712903, 87.723061, 249.797861, 84.194112, 259.307726, 77.429574, 267.775396, 68.038445, 273.013013
Type03, L, 280, 62.681897, 280.000000, 72.922368, 277.267389, 81.734861, 270.410693, 87.276433, 260.788457, 89.709826, 250.506496, 90.209002, 240.431988, 89.809352, 229.991760, 89.296049, 219.494650, 88.933077, 208.507349, 88.392774, 198.456463, 87.684486, 187.846903, 86.787984, 177.039107, 86.145176, 166.300749, 85.842935, 155.783517, 85.984593, 145.173957, 86.692882, 134.681750, 87.980583, 124.260111, 89.384378, 113.756013, 90.020456, 103.779170, 90.234325, 92.888952, 89.819468, 82.468417, 88.959405, 71.611155, 87.542828, 60.942919, 85.842935, 50.392035, 83.859727, 40.075858, 81.451546, 29.466298, 77.539772, 19.365970, 71.419614, 10.096969, 62.358066, 3.301944, 52.283557, 0.000000, 41.867773, 0.509305, 31.903655, 4.475722, 23.249022, 11.752292, 16.572307, 20.904337, 11.544963, 30.822554, 7.647870, 40.773896, 4.645977, 51.179023, 2.333071, 61.419494, 0.848299, 71.487721, 0.000000, 81.610001, 0.114435, 91.974943, 0.645911, 102.796282, 1.698246, 113.104490, 3.406620, 124.397469, 5.381347, 135.497141, 7.583907, 145.998656, 9.631078, 155.425377, 12.039260, 166.152290, 14.305783, 176.468467, 16.275649, 185.881783, 17.988884, 195.927291, 19.596154, 207.068065, 20.779746, 217.557479, 21.843888, 228.254346, 23.062703, 237.830967, 25.228683, 248.071438, 28.754871, 258.293767, 34.079454, 267.971511, 42.477464, 275.466953, 52.482917, 279.432993
Type04, L, 230, 54.771962, 230.000000, 46.083428, 229.337178, 37.436134, 226.321962, 30.084361, 220.096604, 25.675277, 212.026670, 23.232323, 203.416865, 21.683502, 194.278815, 20.275482, 185.898952, 18.867463, 177.052513, 17.360624, 168.089121, 15.870072, 159.276867, 14.080196, 150.746482, 12.249770, 141.958365, 10.402797, 133.252506, 8.588919, 124.848706, 6.617692, 116.002267, 4.673176, 107.475584, 2.956841, 99.009252, 1.408020, 90.104491, 0.349713, 81.245023, 0.000000, 72.644900, 0.563208, 63.798460, 1.988247, 54.684542, 4.083257, 46.163903, 6.909344, 37.513674, 10.322808, 29.031340, 14.714809, 20.837685, 20.184911, 13.255554, 26.912181, 6.617692, 35.067570, 2.033747, 43.846873, 0.000000, 52.168414, 0.422406, 61.009451, 3.069445, 68.715302, 8.240861, 74.625038, 15.517170, 78.426691, 23.838711, 80.679522, 32.451862, 81.665136, 41.473268, 81.864323, 50.395085, 81.283855, 59.166099, 80.621368, 68.019593, 79.562893, 77.079286, 78.708295, 85.413855, 78.021043, 94.250154, 77.341892, 102.897448, 76.977861, 111.544742, 76.595784, 120.315755, 76.794856, 129.128009, 77.722681, 137.617662, 78.733091, 146.670037, 79.693909, 155.077253, 80.397919, 163.632082, 80.961126, 172.478521, 81.524334, 181.324961, 81.805938, 190.054756, 81.665136, 198.609586, 80.421072, 207.448533, 77.405856, 216.095827, 71.654150, 223.396355, 63.666696, 227.722959
Type04, L, 235, 55.769571, 235.000000, 46.939406, 234.112740, 38.331340, 230.704616, 31.405592, 224.217355, 26.595486, 216.247501, 23.412765, 207.994819, 21.191706, 199.577142, 19.716515, 190.541758, 18.449025, 181.729100, 17.322367, 173.091445, 15.792894, 164.462725, 14.083225, 155.524464, 12.232874, 146.678648, 10.280754, 137.724144, 8.590357, 128.812073, 6.478284, 119.923824, 4.788297, 111.286170, 3.098310, 102.298508, 1.549155, 93.369181, 0.517403, 84.496251, 0.000000, 75.568861, 0.230043, 66.794672, 1.259760, 57.840760, 2.957477, 49.130887, 5.351626, 40.551568, 8.590767, 31.855579, 12.658956, 23.345075, 17.744864, 15.421119, 24.296457, 8.186767, 32.160814, 2.857391, 40.908482, 0.024678, 49.903642, 0.000000, 58.666191, 2.697203, 66.416083, 8.203338, 72.483792, 15.679370, 76.346512, 23.767057, 79.162139, 32.638471, 80.978544, 40.832505, 81.964370, 49.645162, 82.386866, 58.807828, 82.105202, 67.795490, 81.622121, 76.624302, 80.696879, 85.654145, 79.570221, 94.758476, 78.512710, 103.816028, 77.598570, 113.200477, 77.291436, 122.218837, 77.176073, 131.234135, 77.598570, 140.280131, 78.302731, 149.326128, 79.288557, 158.022117, 80.185172, 167.029645, 81.260208, 175.997440, 82.105202, 185.101771, 82.386866, 194.322772, 82.105202, 203.310434, 80.696879, 212.298096, 77.738066, 220.918111, 71.969108, 228.517889, 64.145999, 233.095674
Type04, L, 240, 58.391608, 240.000000, 49.038340, 238.339039, 40.492355, 234.268579, 33.178204, 227.933449, 28.234647, 219.633249, 25.071219, 210.595695, 23.060608, 201.312356, 21.398601, 192.041449, 19.860140, 182.910132, 18.601399, 174.242270, 16.824867, 165.203105, 15.104895, 156.153432, 13.286713, 147.485570, 11.560039, 138.622977, 9.650350, 129.570527, 7.818538, 120.056300, 6.013986, 111.655484, 4.195804, 102.524167, 2.538114, 93.517135, 0.954112, 84.520546, 0.209271, 75.523956, 0.000000, 66.578217, 1.017660, 57.653669, 3.216783, 48.721106, 6.160675, 39.783381, 9.753623, 31.155468, 13.846154, 22.543726, 18.890532, 14.326251, 25.760226, 7.412587, 34.044339, 2.529088, 43.014021, 0.139860, 52.145339, 0.000000, 60.829288, 2.997120, 68.481091, 9.110462, 74.413609, 17.001021, 78.321678, 25.457442, 81.118881, 34.530828, 82.672059, 43.581150, 83.636364, 52.793462, 83.916084, 62.214440, 83.863641, 70.611883, 83.356643, 79.781891, 82.407894, 88.850847, 81.258741, 97.754866, 80.139860, 107.059979, 79.233254, 116.086401, 78.640271, 125.205883, 78.741259, 134.164271, 79.328913, 143.035206, 80.279720, 152.253110, 81.255310, 161.192242, 81.958042, 169.936425, 82.517483, 178.893946, 82.797203, 187.735604, 83.356643, 197.040717, 84.055944, 205.940306, 83.053060, 214.639248, 80.000000, 223.218098, 74.738343, 231.345573, 67.400196, 237.424979
Type04, L, 245, 58.416354, 245.000000, 48.980361, 243.814943, 40.167646, 239.911225, 32.902767, 233.078296, 28.454047, 224.796988, 25.792424, 215.857110, 23.838554, 206.657900, 22.446379, 197.423195, 21.307332, 188.232969, 19.936846, 179.104778, 18.263824, 169.945569, 16.378237, 160.718076, 14.360106, 151.396156, 12.173993, 142.293144, 10.038132, 133.019990, 7.935921, 124.113221, 5.855577, 115.163565, 3.878101, 105.974133, 1.956233, 96.802502, 0.697093, 87.281696, 0.000000, 78.064739, 0.418256, 68.732283, 1.812441, 59.573074, 3.698650, 50.576834, 6.549727, 41.446038, 9.759295, 32.384194, 13.384177, 23.455981, 18.213527, 14.870344, 25.143352, 7.522263, 33.620792, 2.530286, 42.424911, 0.000000, 51.704923, 0.111394, 60.686503, 3.427182, 68.599263, 9.388083, 74.728319, 17.074859, 78.910874, 25.887573, 81.559826, 34.758036, 84.283134, 43.754033, 86.021218, 52.614461, 85.881800, 62.062415, 85.390484, 71.636439, 84.208778, 80.958323, 82.695923, 90.224709, 81.280989, 99.680983, 80.305060, 108.435948, 79.891582, 117.576263, 79.886804, 127.043111, 80.165641, 136.779810, 80.723315, 145.592524, 81.559826, 154.867231, 82.524196, 164.822799, 83.429301, 173.953596, 84.487615, 183.788582, 85.184707, 192.890042, 85.754300, 202.326018, 86.021218, 211.208459, 85.059439, 220.587611, 81.838663, 229.526876, 75.452905, 237.304489, 67.383811, 242.445794
Type04, L, 250, 61.331703, 250.000000, 51.979318, 248.750665, 43.036129, 244.278124, 35.412290, 237.213116, 30.316582, 228.568970, 26.963596, 219.162045, 25.147395, 209.697251, 23.890025, 199.538031, 22.632656, 189.610287, 21.026463, 180.075824, 19.139962, 170.738568, 16.990115, 161.371055, 14.524330, 152.059591, 12.154574, 142.865006, 9.838277, 133.682178, 7.544219, 124.456238, 5.169187, 115.454395, 3.098541, 105.706864, 1.651630, 96.436318, 0.419123, 86.654932, 0.000000, 77.074401, 0.558831, 67.551738, 2.235324, 58.144813, 4.750064, 48.622151, 7.780430, 39.503624, 11.316328, 30.329121, 15.754579, 21.330808, 21.511369, 12.919571, 29.101309, 6.167878, 37.962660, 2.056590, 46.864930, 0.000000, 56.401634, 0.691518, 65.403477, 4.463627, 73.152063, 11.029892, 79.130954, 19.119454, 83.405527, 27.872250, 86.618806, 37.337044, 88.435006, 46.570362, 89.412961, 55.919418, 89.552668, 65.499950, 88.992702, 74.947323, 88.155591, 84.082324, 86.898221, 93.431380, 85.622901, 103.045396, 84.492185, 112.356861, 83.601224, 121.832003, 83.126112, 131.579899, 83.126112, 141.218300, 83.964358, 150.625224, 85.082020, 160.495100, 86.199682, 170.133500, 87.107025, 179.378490, 87.745801, 188.239841, 88.574714, 197.023292, 89.412961, 207.008905, 89.485331, 216.542510, 88.435006, 225.649148, 85.361436, 234.940336, 79.177163, 243.051745, 70.577006, 247.974238
